CompanyLogo,Company,Code,Rank,MarketCap,Country,Categories,Description
https://companiesmarketcap.com/img/company-logos/256/8795.T.png,T&D Holdings,8795.T,#1632,$9.96 B,🇯🇵 Japan,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/MMYT.png,MakeMyTrip,MMYT,#1633,$9.95 B,🇮🇳 India,"Travel, Internet, Online Travel, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/2016.HK.png,China Zheshang Bank,2016.HK,#1634,$9.95 B,🇨🇳 China,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/300014.SZ.png,EVE Energy,300014.SZ,#1635,$9.92 B,🇨🇳 China,"Energy, Batteries",No description
https://companiesmarketcap.com/img/company-logos/256/MARICO.NS.png,Marico,MARICO.NS,#1636,$9.92 B,🇮🇳 India,Consumer goods,No description
https://companiesmarketcap.com/img/company-logos/256/C38U.SI.png,CapitaLand Mall Trust,C38U.SI,#1637,$9.92 B,🇸🇬 Singapore,"Real estate, Investment, REITs",No description
https://companiesmarketcap.com/img/company-logos/256/SN.png,SharkNinja,SN,#1638,$9.91 B,🇺🇸 USA,Home & Kitchen Appliances,No description
https://companiesmarketcap.com/img/company-logos/256/HTHT.png,Huazhu Hotels,HTHT,#1639,$9.90 B,🇨🇳 China,"Hotels, Travel",No description
https://companiesmarketcap.com/img/company-logos/256/BNR.DE.png,Brenntag,BNR.DE,#1640,$9.89 B,🇩🇪 Germany,"Chemicals, DAX",No description
https://companiesmarketcap.com/img/company-logos/256/IRCTC.NS.png,Indian Railway Catering & Tourism,IRCTC.NS,#1641,$9.88 B,🇮🇳 India,Railways,No description
https://companiesmarketcap.com/img/company-logos/256/CNM.png,Core & Main,CNM,#1642,$9.88 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/0823.HK.png,Link REIT,0823.HK,#1643,$9.87 B,🇭🇰 Hong Kong,"Investment, Real estate, REITs",Link Real Estate Investment Trust is the a real estate investment trust in Hong Kong.
https://companiesmarketcap.com/img/company-logos/256/FND.png,Floor & Decor,FND,#1644,$9.86 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/2395.TW.png,Advantech,2395.TW,#1645,$9.84 B,🇹🇼 Taiwan,Tech,No description
https://companiesmarketcap.com/img/company-logos/256/LUPIN.NS.png,Lupin Limited,LUPIN.NS,#1646,$9.83 B,🇮🇳 India,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/2345.TW.png,Accton Technology,2345.TW,#1647,$9.83 B,🇹🇼 Taiwan,"Networking hardware, Telecommunications equipment, Electronics, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/SVT.L.png,Severn Trent,SVT.L,#1648,$9.83 B,🇬🇧 UK,"Utility companies, Infrastructure",No description
https://companiesmarketcap.com/img/company-logos/256/IPN.PA.png,Ipsen,IPN.PA,#1649,$9.80 B,🇫🇷 France,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/2327.TW.png,Yageo,2327.TW,#1650,$9.80 B,🇹🇼 Taiwan,"Electronics, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/011200.KS.png,HMM,011200.KS,#1651,$9.79 B,🇰🇷 South Korea,"Maritime transportation, Container shipping, Transportation",No description
https://companiesmarketcap.com/img/company-logos/256/JLL.png,Jones Lang LaSalle,JLL,#1652,$9.79 B,🇺🇸 USA,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/FBK.MI.png,FinecoBank,FBK.MI,#1653,$9.79 B,🇮🇹 Italy,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/ITRK.L.png,Intertek,ITRK.L,#1654,$9.79 B,🇬🇧 UK,Professional services,No description
https://companiesmarketcap.com/img/company-logos/256/COPEC.SN.png,Empresas Copec,COPEC.SN,#1655,$9.78 B,🇨🇱 Chile,Conglomerate,No description
https://companiesmarketcap.com/img/company-logos/256/INDT.ST.png,Indutrade,INDT.ST,#1656,$9.77 B,🇸🇪 Sweden,Manufacturing,No description
https://companiesmarketcap.com/img/company-logos/256/JDEP.AS.png,JDE Peet's,JDEP.AS,#1657,$9.76 B,🇳🇱 Netherlands,Beverages,No description
https://companiesmarketcap.com/img/company-logos/256/ZEAL.CO.png,Zealand Pharma,ZEAL.CO,#1658,$9.76 B,🇩🇰 Denmark,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/COLPAL.NS.png,Colgate-Palmolive India,COLPAL.NS,#1659,$9.75 B,🇮🇳 India,Consumer goods,No description
https://companiesmarketcap.com/img/company-logos/256/INW.MI.png,INWIT,INW.MI,#1660,$9.75 B,🇮🇹 Italy,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/SCB.BK.png,SCB (Siam Commercial Bank),SCB.BK,#1661,$9.74 B,🇹🇭 Thailand,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/OIL.NS.png,Oil India,OIL.NS,#1662,$9.69 B,🇮🇳 India,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/EVK.DE.png,Evonik Industries,EVK.DE,#1663,$9.68 B,🇩🇪 Germany,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/DNP.WA.png,Dino Polska,DNP.WA,#1664,$9.68 B,🇵🇱 Poland,"Retail, Supermarket Chains",No description
https://companiesmarketcap.com/img/company-logos/256/ALE.WA.png,Allegro.eu,ALE.WA,#1665,$9.67 B,🇵🇱 Poland,"E-Commerce, Tech, Internet",No description
https://companiesmarketcap.com/img/company-logos/256/6869.T.png,Sysmex,6869.T,#1666,$9.67 B,🇯🇵 Japan,Healthcare,No description
https://companiesmarketcap.com/img/company-logos/256/SVW.AX.png,"Seven Group Holdings
(SGH)",SVW.AX,#1667,$9.66 B,🇦🇺 Australia,Investment,No description
https://companiesmarketcap.com/img/company-logos/256/STN.png,Stantec,STN,#1668,$9.66 B,🇨🇦 Canada,"Professional services, Engineering",No description
https://companiesmarketcap.com/img/company-logos/256/TWLO.png,Twilio,TWLO,#1669,$9.65 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/ERF.PA.png,Eurofins Scientific,ERF.PA,#1670,$9.64 B,🇱🇺 Luxembourg,"CAC 40, Diagnostics and Testing",No description
https://companiesmarketcap.com/img/company-logos/256/PAG.png,Penske Automotive,PAG,#1671,$9.63 B,🇺🇸 USA,"Retail, Car retail",No description
https://companiesmarketcap.com/img/company-logos/256/SAP.TO.png,Saputo,SAP.TO,#1672,$9.63 B,🇨🇦 Canada,"Food, Dairy companies",No description
https://companiesmarketcap.com/img/company-logos/256/MZTF.TA.png,Mizrahi-Tefahot,MZTF.TA,#1673,$9.63 B,🇮🇱 Israel,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/SAGA-B.ST.png,Sagax,SAGA-B.ST,#1674,$9.59 B,🇸🇪 Sweden,"Real estate, Investment, REITs",No description
https://companiesmarketcap.com/img/company-logos/256/UNM.png,Unum,UNM,#1675,$9.58 B,🇺🇸 USA,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/PFGC.png,Performance Food Group,PFGC,#1676,$9.58 B,🇺🇸 USA,Food,No description
https://companiesmarketcap.com/img/company-logos/256/XP.png,XP Inc.,XP,#1677,$9.56 B,🇧🇷 Brazil,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/3231.TW.png,Wistron Corporation,3231.TW,#1678,$9.55 B,🇹🇼 Taiwan,"Electronics, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/BARN.SW.png,Barry Callebaut,BARN.SW,#1679,$9.55 B,🇨🇭 Switzerland,Food,No description
https://companiesmarketcap.com/img/company-logos/256/DEMANT.CO.png,Demant,DEMANT.CO,#1680,$9.55 B,🇩🇰 Denmark,devices,William Demant Holding is a medical device company from Denmark. It is specialized in the field of hearing aids and diagnostic instruments.
https://companiesmarketcap.com/img/company-logos/256/8210.SR.png,Bupa Arabia for Cooperative Insurance Company,8210.SR,#1681,$9.54 B,🇸🇦 Saudi Arabia,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/TPR.png,Tapestry,TPR,#1682,$9.54 B,🇺🇸 USA,Clothing,No description
https://companiesmarketcap.com/img/company-logos/256/BPYPP.png,Brookfield Property Partners,BPYPP,#1683,$9.54 B,🇧🇲 Bermuda,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/EMA.TO.png,Emera,EMA.TO,#1684,$9.54 B,🇨🇦 Canada,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/HII.png,Huntington Ingalls Industries,HII,#1685,$9.54 B,🇺🇸 USA,Defense contractors,Huntington Ingalls Industries is an American military shipbuilding company and a provider of professional services to partners in government and industry.
https://companiesmarketcap.com/img/company-logos/256/PCOR.png,Procore,PCOR,#1686,$9.51 B,🇺🇸 USA,"Tech, Software, Construction",No description
https://companiesmarketcap.com/img/company-logos/256/NLY.png,Annaly Capital Management,NLY,#1687,$9.51 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/MUSA.png,Murphy USA,MUSA,#1688,$9.51 B,🇺🇸 USA,"Retail, Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/WYNN.png,Wynn Resorts,WYNN,#1689,$9.49 B,🇺🇸 USA,"Hotels, Gambling, Entertainment, Travel",No description
https://companiesmarketcap.com/img/company-logos/256/086520.KQ.png,Ecopro,086520.KQ,#1690,$9.48 B,🇰🇷 South Korea,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/012450.KS.png,Hanwha Aerospace,012450.KS,#1691,$9.48 B,🇰🇷 South Korea,"Aerospace, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/7272.T.png,Yamaha Motor,7272.T,#1692,$9.48 B,🇯🇵 Japan,"Motorcycle Manufacturers, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/RED.MC.png,Red Eléctrica,RED.MC,#1693,$9.47 B,🇪🇸 Spain,"Energy, Electricity, Infrastructure",No description
https://companiesmarketcap.com/img/company-logos/256/CACI.png,CACI,CACI,#1694,$9.47 B,🇺🇸 USA,Professional services,No description
https://companiesmarketcap.com/img/company-logos/256/MRO.L.png,Melrose Industries,MRO.L,#1695,$9.47 B,🇬🇧 UK,"Investment, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/NIO.png,NIO,NIO,#1696,$9.47 B,🇨🇳 China,"Automakers, Electric Vehicles",No description
https://companiesmarketcap.com/img/company-logos/256/SNX.png,TD Synnex,SNX,#1697,$9.46 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/TREL-B.ST.png,Trelleborg AB,TREL-B.ST,#1698,$9.46 B,🇸🇪 Sweden,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/WISE.L.png,Wise PLC,WISE.L,#1699,$9.45 B,🇬🇧 UK,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/1972.HK.png,Swire Properties,1972.HK,#1700,$9.43 B,🇭🇰 Hong Kong,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/COKE.png,Coca-Cola Consolidated,COKE,#1701,$9.43 B,🇺🇸 USA,Beverages,No description
https://companiesmarketcap.com/img/company-logos/256/3045.TW.png,Taiwan Mobile,3045.TW,#1702,$9.42 B,🇹🇼 Taiwan,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/0135.HK.png,Kunlun Energy Company,0135.HK,#1703,$9.41 B,🇭🇰 Hong Kong,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/DINO.png,HF Sinclair,DINO,#1704,$9.41 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/RAA.F.png,Rational AG,RAA.F,#1705,$9.40 B,🇩🇪 Germany,Home & Kitchen Appliances,No description
https://companiesmarketcap.com/img/company-logos/256/LNW.png,Light & Wonder,LNW,#1706,$9.39 B,🇺🇸 USA,"Gambling, Entertainment",No description
https://companiesmarketcap.com/img/company-logos/256/YESBANK.NS.png,Yes Bank,YESBANK.NS,#1707,$9.39 B,🇮🇳 India,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/ATR.png,AptarGroup,ATR,#1708,$9.37 B,🇺🇸 USA,Manufacturing,No description
https://companiesmarketcap.com/img/company-logos/256/KEP.png,Korea Electric Power,KEP,#1709,$9.34 B,🇰🇷 South Korea,"Electricity, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/6862.HK.png,Hai Di Lao Hot Pot,6862.HK,#1710,$9.33 B,🇨🇳 China,"Restaurant chains, Food",No description
https://companiesmarketcap.com/img/company-logos/256/FUTU.png,Futu Holdings,FUTU,#1711,$9.32 B,🇭🇰 Hong Kong,"Financial services, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/SLM.JO.png,Sanlam,SLM.JO,#1712,$9.32 B,🇿🇦 South Africa,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/GBLB.VI.png,GBL,GBLB.VI,#1713,$9.31 B,🇧🇪 Belgium,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/WBA.png,Walgreens Boots Alliance,WBA,#1714,$9.31 B,🇺🇸 USA,"Retail, Drugstore, Pharmaceuticals, Healthcare",No description
https://companiesmarketcap.com/img/company-logos/256/CCL-B.TO.png,CCL Industries,CCL-B.TO,#1715,$9.30 B,🇨🇦 Canada,Packaging,No description
https://companiesmarketcap.com/img/company-logos/256/CFLT.png,Confluent,CFLT,#1716,$9.28 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/259960.KS.png,Krafton,259960.KS,#1717,$9.28 B,🇰🇷 South Korea,"Tech, Video games",No description
https://companiesmarketcap.com/img/company-logos/256/0960.HK.png,Longfor Group,0960.HK,#1718,$9.27 B,🇨🇳 China,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/GET.PA.png,Getlink,GET.PA,#1719,$9.26 B,🇫🇷 France,"Railways, Transportation",No description
https://companiesmarketcap.com/img/company-logos/256/BRKR.png,Bruker,BRKR,#1720,$9.26 B,🇺🇸 USA,"Scientific & Technical Instruments, Diagnostics and Testing, Manufacturing","Bruker Corporation is an American manufacturer of scientific instruments for molecular and materials research, as well as for industrial and applied analysis."
https://companiesmarketcap.com/img/company-logos/256/6506.T.png,Yaskawa,6506.T,#1721,$9.23 B,🇯🇵 Japan,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/GMED.png,Globus Medical,GMED,#1722,$9.22 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/GJF.OL.png,Gjensidige Forsikring,GJF.OL,#1723,$9.21 B,🇳🇴 Norway,Insurance,Gjensidige Forsikring ASA is a Norwegian insurance group.
https://companiesmarketcap.com/img/company-logos/256/BSAC.png,Banco Santander-Chile,BSAC,#1724,$9.21 B,🇨🇱 Chile,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/HLI.png,Houlihan Lokey,HLI,#1725,$9.20 B,🇺🇸 USA,"Financial services, Investment",No description
https://companiesmarketcap.com/img/company-logos/256/AUROPHARMA.NS.png,Aurobindo Pharma,AUROPHARMA.NS,#1726,$9.19 B,🇮🇳 India,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/BCVN.SW.png,Banque Cantonale Vaudoise,BCVN.SW,#1727,$9.18 B,🇨🇭 Switzerland,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/UI.png,Ubiquiti,UI,#1728,$9.17 B,🇺🇸 USA,"Electronics, Networking hardware, Tech Hardware","Ubiquiti Networks is an American manufacturer of active network components such as WLAN adapters for PCs, WLAN routers, access points, WLAN antennas and directional antennas, VoIP telephones, switches and network cameras."
https://companiesmarketcap.com/img/company-logos/256/ORDS.QA.png,Ooredoo Qatar,ORDS.QA,#1729,$9.16 B,🇶🇦 Qatar,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/ANF.png,Abercrombie & Fitch,ANF,#1730,$9.16 B,🇺🇸 USA,"Clothing, Retail",No description
https://companiesmarketcap.com/img/company-logos/256/0004.HK.png,Wharf Holdings,0004.HK,#1731,$9.15 B,🇭🇰 Hong Kong,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/CNA.L.png,Centrica,CNA.L,#1732,$9.14 B,🇬🇧 UK,"Energy, Oil&Gas, Utility companies",No description
https://companiesmarketcap.com/img/company-logos/256/TTC.png,The Toro Company,TTC,#1733,$9.12 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/5411.T.png,JFE Holdings,5411.T,#1734,$9.11 B,🇯🇵 Japan,"Steel producers, Steel industry",No description
https://companiesmarketcap.com/img/company-logos/256/4716.T.png,Oracle Corp Japan,4716.T,#1735,$9.11 B,🇯🇵 Japan,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/ASR.png,Grupo Aeroportuario del Sureste,ASR,#1736,$9.10 B,🇲🇽 Mexico,"Airports, Infrastructure",No description
https://companiesmarketcap.com/img/company-logos/256/LINDEINDIA.NS.png,Linde India,LINDEINDIA.NS,#1737,$9.10 B,🇮🇳 India,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/6742.KL.png,YTL Power International,6742.KL,#1738,$9.10 B,🇲🇾 Malaysia,"Electricity, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/CX.png,Cemex,CX,#1739,$9.10 B,🇲🇽 Mexico,"Cement, Building materials",No description
https://companiesmarketcap.com/img/company-logos/256/ROKU.png,Roku,ROKU,#1740,$9.09 B,🇺🇸 USA,"Electronics, Tech, Tech Hardware","Roku, Inc. is an American company that manufactures a variety of digital media players for video streaming the company also runs an advertising business and licenses its hardware and software to other companies."
https://companiesmarketcap.com/img/company-logos/256/DOX.png,Amdocs,DOX,#1741,$9.08 B,🇺🇸 USA,"Software, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/UU.L.png,United Utilities,UU.L,#1742,$9.08 B,🇬🇧 UK,Utility companies,No description
https://companiesmarketcap.com/img/company-logos/256/MKSI.png,MKS Instruments,MKSI,#1743,$9.07 B,🇺🇸 USA,Scientific & Technical Instruments,No description
https://companiesmarketcap.com/img/company-logos/256/SOBI.ST.png,Swedish Orphan Biovitrum,SOBI.ST,#1744,$9.07 B,🇸🇪 Sweden,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/5871.TW.png,Chailease Holding,5871.TW,#1745,$9.07 B,🇹🇼 Taiwan,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/PPC.png,Pilgrim's Pride,PPC,#1746,$9.06 B,🇺🇸 USA,Food,No description
https://companiesmarketcap.com/img/company-logos/256/SUPREMEIND.NS.png,Supreme Industries,SUPREMEIND.NS,#1747,$9.05 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/ROCK-B.CO.png,Rockwool,ROCK-B.CO,#1748,$9.04 B,🇩🇰 Denmark,Manufacturing,ROCKWOOL International A / S is a Danish manufacturer of rock wool insulation materials and systems.
https://companiesmarketcap.com/img/company-logos/256/RRX.png,Regal Rexnord,RRX,#1749,$9.04 B,🇺🇸 USA,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/BHARATFORG.NS.png,Bharat Forge,BHARATFORG.NS,#1750,$9.04 B,🇮🇳 India,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/BOL.ST.png,Boliden,BOL.ST,#1751,$9.04 B,🇸🇪 Sweden,Mining,No description
https://companiesmarketcap.com/img/company-logos/256/LUN.TO.png,Lundin Mining,LUN.TO,#1752,$9.03 B,🇨🇦 Canada,Mining,No description
https://companiesmarketcap.com/img/company-logos/256/FGR.PA.png,Eiffage,FGR.PA,#1753,$9.03 B,🇫🇷 France,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/VOLCAR-B.ST.png,Volvo Car,VOLCAR-B.ST,#1754,$9.02 B,🇸🇪 Sweden,"Automakers, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/APPF.png,AppFolio,APPF,#1755,$9.01 B,🇺🇸 USA,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/7259.T.png,Aisin Seiki,7259.T,#1756,$8.99 B,🇯🇵 Japan,Automotive Suppliers,No description
https://companiesmarketcap.com/img/company-logos/256/3407.T.png,Asahi Kasei,3407.T,#1757,$8.99 B,🇯🇵 Japan,Chemicals,No description
https://companiesmarketcap.com/img/company-logos/256/G07.SI.png,Great Eastern,G07.SI,#1758,$8.97 B,🇸🇬 Singapore,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/3898.HK.png,Zhuzhou CRRC Times Electric,3898.HK,#1759,$8.97 B,🇭🇰 Hong Kong,Manufacturing,No description
https://companiesmarketcap.com/img/company-logos/256/ASELS.IS.png,Aselsan,ASELS.IS,#1760,$8.95 B,🇹🇷 Turkey,Defense contractors,No description
https://companiesmarketcap.com/img/company-logos/256/6947.KL.png,Celcomdigi,6947.KL,#1761,$8.95 B,🇲🇾 Malaysia,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/2379.TW.png,Realtek,2379.TW,#1762,$8.95 B,🇹🇼 Taiwan,"Semiconductors, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/2912.TW.png,President Chain Store (PSCS),2912.TW,#1763,$8.94 B,🇹🇼 Taiwan,"Retail, Supermarket Chains",No description
https://companiesmarketcap.com/img/company-logos/256/2688.HK.png,ENN Energy,2688.HK,#1764,$8.94 B,🇨🇳 China,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/TKO.png,TKO Group,TKO,#1765,$8.93 B,🇺🇸 USA,Entertainment,No description
https://companiesmarketcap.com/img/company-logos/256/QGEN.png,Qiagen,QGEN,#1766,$8.92 B,🇳🇱 Netherlands,"DAX, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/7911.T.png,Toppan,7911.T,#1767,$8.90 B,🇯🇵 Japan,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/EIB.AE.png,Emirates Islamic Bank,EIB.AE,#1768,$8.90 B,🇦🇪 United Arab Emirates,"Banks, Financial services",No description
https://companiesmarketcap.com/img/company-logos/256/SKF-B.ST.png,SKF (Svenska Kullagerfabriken),SKF-B.ST,#1769,$8.89 B,🇸🇪 Sweden,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/003550.KS.png,LG Corp,003550.KS,#1770,$8.89 B,🇰🇷 South Korea,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/6479.T.png,MinebeaMitsumi,6479.T,#1771,$8.88 B,🇯🇵 Japan,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/7202.SR.png,Arabian Internet and Communications Services,7202.SR,#1772,$8.88 B,🇸🇦 Saudi Arabia,IT services,No description
https://companiesmarketcap.com/img/company-logos/256/SUZLON.NS.png,Suzlon,SUZLON.NS,#1773,$8.88 B,🇮🇳 India,Renewable energy,No description
https://companiesmarketcap.com/img/company-logos/256/BN4.SI.png,Keppel,BN4.SI,#1774,$8.87 B,🇸🇬 Singapore,Investment,No description
https://companiesmarketcap.com/img/company-logos/256/0083.HK.png,Sino Land,0083.HK,#1775,$8.87 B,🇭🇰 Hong Kong,Real estate,No description
https://companiesmarketcap.com/img/company-logos/256/DIXON.NS.png,Dixon Technologies,DIXON.NS,#1776,$8.86 B,🇮🇳 India,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/5713.T.png,Sumitomo Metal Mining,5713.T,#1777,$8.85 B,🇯🇵 Japan,Mining,No description
https://companiesmarketcap.com/img/company-logos/256/WFRD.png,Weatherford International,WFRD,#1778,$8.82 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/1802.T.png,Obayashi,1802.T,#1779,$8.81 B,🇯🇵 Japan,Construction,No description
https://companiesmarketcap.com/img/company-logos/256/009155.KS.png,Samsung Electro-Mechanics,009155.KS,#1780,$8.81 B,🇰🇷 South Korea,Electronics,No description
https://companiesmarketcap.com/img/company-logos/256/PCVX.png,Vaxcyte,PCVX,#1781,$8.80 B,🇺🇸 USA,"Pharmaceuticals, Biotech",No description
https://companiesmarketcap.com/img/company-logos/256/PNW.png,Pinnacle West Capital,PNW,#1782,$8.79 B,🇺🇸 USA,"Electricity, Energy, Utility companies",No description
https://companiesmarketcap.com/img/company-logos/256/CART.png,Instacart (Maplebear Inc.),CART,#1783,$8.78 B,🇺🇸 USA,"E-Commerce, Internet, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/601238.SS.png,GAC (Guangzhou Automobile Group),601238.SS,#1784,$8.77 B,🇨🇳 China,"Automakers, Manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/4904.TW.png,Far EasTone,4904.TW,#1785,$8.77 B,🇹🇼 Taiwan,Telecommunication,No description
https://companiesmarketcap.com/img/company-logos/256/BKW.SW.png,BKW AG,BKW.SW,#1786,$8.76 B,🇨🇭 Switzerland,"Energy, Electricity, Utility companies",No description
https://companiesmarketcap.com/img/company-logos/256/AFRM.png,Affirm,AFRM,#1787,$8.76 B,🇺🇸 USA,Financial services,No description
https://companiesmarketcap.com/img/company-logos/256/KNSL.png,Kinsale Capital Group,KNSL,#1788,$8.75 B,🇺🇸 USA,Insurance,No description
https://companiesmarketcap.com/img/company-logos/256/1773.T.png,YTL Corporation Berhad,1773.T,#1789,$8.75 B,🇲🇾 Malaysia,No categories,No description
https://companiesmarketcap.com/img/company-logos/256/ALAB.png,Astera Labs,ALAB,#1790,$8.75 B,🇺🇸 USA,"Semiconductors, Tech Hardware, Tech",No description
https://companiesmarketcap.com/img/company-logos/256/TORNTPOWER.NS.png,Torrent Power,TORNTPOWER.NS,#1791,$8.74 B,🇮🇳 India,"Utility companies, Energy, Electricity",No description
https://companiesmarketcap.com/img/company-logos/256/HESM.png,Hess Midstream,HESM,#1792,$8.73 B,🇺🇸 USA,"Oil&Gas, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/9202.T.png,ANA Holdings,9202.T,#1793,$8.73 B,🇯🇵 Japan,"Airlines, Travel, Transportation","ANA Holdings K. K. is a Japanese conglomerate which largest subsidiary is All Nippon Airways or ANA for short. The company also operates Air Japan, ANA Wings and Vanilla Air."
https://companiesmarketcap.com/img/company-logos/256/METSO.HE.png,Metso,METSO.HE,#1794,$8.73 B,🇫🇮 Finland,"Mining, Manufacturing, Machinery manufacturing",No description
https://companiesmarketcap.com/img/company-logos/256/INDIANB.NS.png,Indian Bank,INDIANB.NS,#1795,$8.73 B,🇮🇳 India,"Banks, Financial services","Indian Bank, is an Indian financial service company with headquarters in Chennai, India. The company provides baking services to over 100 million customers."
https://companiesmarketcap.com/img/company-logos/256/GPS.png,Gap Inc.,GPS,#1796,$8.72 B,🇺🇸 USA,"Clothing, Retail",No description
https://companiesmarketcap.com/img/company-logos/256/RENT3.SA.png,Localiza,RENT3.SA,#1797,$8.72 B,🇧🇷 Brazil,"Car rental, & Leasing Services",No description
https://companiesmarketcap.com/img/company-logos/256/X.png,U.S. Steel,X,#1798,$8.72 B,🇺🇸 USA,"Steel producers, Steel industry",No description
https://companiesmarketcap.com/img/company-logos/256/CPAXT.BK.png,CP Axtra,CPAXT.BK,#1799,$8.71 B,🇹🇭 Thailand,"Retail, Supermarket Chains",No description
https://companiesmarketcap.com/img/company-logos/256/PHOR.ME.png,PhosAgro,PHOR.ME,#1800,$8.70 B,🇷🇺 Russia,"Chemicals, Agriculture",No description
https://companiesmarketcap.com/img/company-logos/256/9502.T.png,Chubu Electric Power,9502.T,#1801,$8.70 B,🇯🇵 Japan,"Electricity, Utility companies, Energy",No description
https://companiesmarketcap.com/img/company-logos/256/WIX.png,Wix.com,WIX,#1802,$8.70 B,🇮🇱 Israel,"Internet, Tech",No description
